episode,reward
0,-166.80556301229495
1,-263.4431004013817
2,-199.80574315448243
3,-128.54499600972142
4,-166.45090901381562
5,-194.48862801865207
6,-196.00637792012174
7,-202.39301681827544
8,-218.9847285247814
9,-177.08682887996866
10,-169.9635585868454
11,-149.6726151863774
12,-248.57669860407984
13,-233.49802142096203
14,-215.49105791394496
15,-269.37746472271203
16,-180.91539777967805
17,-98.932570362487
18,-263.74072038196755
19,-212.3069130413444
20,-245.8402463739435
21,-151.68641088062708
22,-186.3526812885525
23,-162.7517656754084
24,-186.65448479736833
25,-162.2291969158907
26,-104.6058130094983
27,-143.7779959069881
28,-269.97950889087537
29,-210.80912836688168
30,-234.80242419507786
31,-185.9023772252024
32,-164.04970947251152
33,-216.76652965861538
34,-179.81724676012558
35,-183.80310159905207
36,-169.77885211055843
37,-130.39879982256411
38,-169.39928637397026
39,-208.58611290314497
40,-171.27954972938744
41,-234.88275711854504
42,-188.3809550673586
43,-175.2808528248303
44,-219.55347315694476
45,-168.5716771974721
46,-190.1659958942752
47,-182.9416442904529
48,-173.34747908142728
49,-162.00627708764358
50,-149.55347009123557
51,-109.60230466418467
52,-173.06757975718176
53,-309.33613279251756
54,-258.4906472451917
55,-166.97558211856312
56,-157.53239186687668
57,-185.2709499797164
58,-192.5376905928915
59,-184.51951577307912
60,-200.26617000917605
61,-175.98673409252598
62,-175.46643809952224
63,-174.05955438377683
64,-140.42201239743488
65,-184.8869861532192
66,-210.5703021130987
67,-254.1754068628066
68,-137.93564472496215
69,-155.78324138810893
70,-164.93706480426457
71,-287.17674239387776
72,-136.6388371973106
73,-174.94603261276458
74,-203.33866209305225
75,-223.7704170040192
76,-138.25784836282514
77,-167.98173112903427
78,-169.1080085761749
79,-140.68331824321982
80,-255.64656009878476
81,-366.836367658627
82,-176.43653868530313
83,-198.97835079001987
84,-200.8800993605775
85,-307.743805072656
86,-235.27541471167885
87,-200.17217590692528
88,-198.0150977754921
89,-172.65711709358325
90,-248.47070013215006
91,-214.35450181499752
92,-201.99857567641737
93,-179.52967201071667
94,-167.16305480197957
95,-133.02346808026513
96,-212.28739893115434
97,-247.1008258257794
98,-229.5027525816199
99,-146.3601324815111
100,-265.8513930065957
101,-167.71380974357484
102,-150.02666231024725
103,-229.74840148566122
104,-192.44925033944682
105,-203.31819323390718
106,-158.31499848322903
107,-247.27087391846726
108,-247.80740235356697
109,-174.05019118507553
110,-227.815829549561
111,-182.25576656587515
112,-175.3513817448089
113,-134.61886356141594
114,-142.81765747512858
115,-230.31025677733203
116,-189.01998839790258
117,-205.87625423351707
118,-132.2131443374845
119,-216.20807059400312
120,-254.65576890199958
121,-274.7130070216638
122,-189.79614491734614
123,-165.42046055628856
124,-153.87728038643024
125,-262.01495134500146
126,-278.01150625284976
127,-159.14104885002558
128,-142.34040105836928
129,-247.41860674002942
130,-178.05988993349953
131,-300.6297304978828
132,-185.34596518993771
133,-218.69428903386427
134,-189.3074991254673
135,-195.47816181119973
136,-288.29480227650623
137,-188.8762303187773
138,-221.3770971379537
139,-229.88512738411058
140,-129.37996061434157
141,-262.1266293839433
142,-239.5507349661665
143,-101.35795578663364
144,-149.62599860020666
145,-150.78535494947948
146,-215.36401419078805
147,-291.16119066032104
148,-293.06092873645645
149,-222.87317454556634
150,-152.67016829923944
151,-169.33039104747786
152,-189.9410460658321
153,-134.9167748184448
154,-186.8136371134641
155,-263.8793530619832
156,-236.40539110011602
157,-240.62779902314546
158,-167.14747397042638
159,-146.82597568571848
160,-181.65262080238418
161,-180.544532763659
162,-206.027315938717
163,-173.3452339271247
164,-190.33595221096036
165,-203.17972101629223
166,-247.86198665931556
167,-208.11691001625883
168,-158.47846879311825
169,-277.570823975968
170,-200.03468865414104
171,-238.23465173154125
172,-281.5156770569094
173,-226.26965864262507
174,-182.10950141806606
175,-191.29101771097413
176,-125.58817606476201
177,-395.18119823561386
178,-123.4292405389473
179,-216.03116066280518
180,-206.65809069677937
181,-201.71634084829884
182,-155.94560517346645
183,-158.77970887759733
184,-179.52849917339555
185,-194.7216617054175
186,-155.2755610506571
187,-276.5144950528008
188,-270.14843318056666
189,-233.59375718340044
190,-226.2771805689978
191,-198.78929723398164
192,-129.58613468399093
193,-317.8265290705362
194,-270.46611327649276
195,-140.0542654746448
196,-182.88533724156397
197,-216.12084617202848
198,-251.13120554223178
199,-194.2192309099331
200,-270.07840557745743
201,-164.56013390764858
202,-154.13754066533102
203,-178.7152294429128
204,-137.018617557319
205,-188.40267732933447
206,-199.28750860017632
207,-242.36995411623582
208,-169.21297386652836
209,-284.9292429225294
210,-222.0410099816125
211,-297.08345269721383
212,-290.6945114097304
213,-249.41958079335802
214,-154.49390968313705
215,-144.1184265107437
216,-212.68635932936905
217,-248.6280724872737
218,-165.289476339347
219,-148.96365838463834
220,-124.36933034416451
221,-68.81998518799162
222,-154.11204592214662
223,-206.6021208880028
224,-269.8903015859017
225,-189.27346337502394
226,-256.6660159253285
