-1.159996881688507528e+02,-2.383372206645882443e+02,-2.228225460442293411e+02,-6.246443057274386774e+02
-1.194557593662029689e+02,-2.466184001467222515e+02,-2.277335079949941701e+02,-1.015725213640749189e+03
-2.285686480720028158e+02,-1.264467990048907211e+02,-2.317240583725279066e+02,-1.048430828634714317e+03
-2.164018393634451627e+02,-2.627433217215740910e+02,-1.474542142145373589e+02,-1.141160665403567691e+03
-2.366421962134722889e+02,-1.522178409605966181e+02,-2.429180651934249795e+02,-1.087919181430523167e+03
-2.313949656613476691e+02,-2.259540834279848696e+02,-1.708436144705591175e+02,-1.211585710130820416e+03
-2.397719519673706259e+02,-1.771407192920300986e+02,-2.322061305939670319e+02,-1.189518311941804768e+03
-2.439054914023096785e+02,-1.796507037365363999e+02,-2.263154703769212404e+02,-1.199223369702269110e+03
-1.820477557162611220e+02,-2.967730561550799848e+02,-2.430136223105781994e+02,-1.194355831459264436e+03
-2.880690657842789051e+02,-2.255112711849018012e+02,-2.015124696068747596e+02,-1.196093421373663205e+03
-2.582197534503147267e+02,-2.093695860159767506e+02,-1.235070788686190326e+03,-1.223352524392501209e+03
-2.237768236064081862e+02,-1.275578879015308615e+02,-2.145326753659211931e+02,-1.026150842257662134e+03
-1.214467727070184395e+02,-2.169732657528190600e+02,-2.373862606858189963e+02,-1.161556245669209147e+03
-2.522780894133910010e+02,-2.659424956668451614e+02,-1.389815415701797008e+02,-1.153772294023884115e+03
-1.383231101406824166e+02,-2.501629794400155902e+02,-2.583311718176049112e+02,-1.165185851316858134e+03
-1.525425938625925539e+02,-2.690379977100765814e+02,-2.382868608081045068e+02,-1.182864297933141188e+03
-2.163866576160610293e+02,-2.376049498960104529e+02,-1.794237458659713411e+02,-1.190541189611643858e+03
-2.298214825777261296e+02,-1.959017136018667884e+02,-2.347331632798455416e+02,-1.181098817410302672e+03
-2.343958636413808563e+02,-1.988118372685632949e+02,-2.347488435779092981e+02,-1.207971414415352001e+03
-2.839193781724375185e+02,-3.103677360530774649e+02,-2.087650204060815042e+02,-1.222540636306691567e+03
-2.969356117363331009e+02,-2.915652688201065530e+02,-2.129259619435619868e+02,-1.215887120820036671e+03
-2.222335602434386317e+02,-2.692402429146254690e+02,-1.230653807447761210e+03,-1.252793850347165744e+03
-2.306216388535418105e+02,-1.459851359523234464e+02,-2.464836602376533392e+02,-1.025920801078357044e+03
-2.304088002162991415e+02,-2.259844191658416435e+02,-1.407588310844601835e+02,-1.105317118752700708e+03
-2.450517115189024935e+02,-1.534139779016426246e+02,-2.441649569755427649e+02,-1.159210458943399090e+03
-2.646790025992888218e+02,-2.263929616852698246e+02,-1.630205719739806227e+02,-1.199583326724548442e+03
-2.383431911862820698e+02,-2.433743089854289394e+02,-1.850436326034960075e+02,-1.211799019375290527e+03
-2.687919407590256355e+02,-2.350503717027957009e+02,-2.020548943254518974e+02,-1.205828375983089927e+03
-2.894409201445178041e+02,-2.203336789569964651e+02,-2.078723862454579887e+02,-1.206015486678121533e+03
-1.996132139923064699e+02,-3.163587818579391069e+02,-3.016123148547802657e+02,-1.213500291079054932e+03
-2.108575489488681001e+02,-3.400641991730483369e+02,-3.116541791099551233e+02,-1.221217178725234817e+03
-3.051714680429661257e+02,-3.700907959095895308e+02,-2.251316375951188320e+02,-1.228528109281257457e+03
-2.301949107689450784e+02,-3.312845862347826369e+02,-1.250822978244528713e+03,-1.253953583967197801e+03
-2.782590698654214521e+02,-2.436230548052685378e+02,-1.424185976257776929e+02,-1.093060135086295759e+03
-2.539888702341259830e+02,-2.234273852363060939e+02,-1.487089153800374675e+02,-1.169887842668708799e+03
-2.232618027138290415e+02,-1.698009172633886124e+02,-2.278754517233446393e+02,-1.212129430447657796e+03
-2.270415847984771176e+02,-1.762138356666371237e+02,-2.194127361214382574e+02,-1.250675477752313782e+03
-1.723102186163101806e+02,-2.621240424292118973e+02,-2.511514240648670864e+02,-1.234792992291440441e+03
-1.842775198856111842e+02,-2.862342457170221905e+02,-2.539377047528431035e+02,-1.204467501415622337e+03
-2.143326196250903592e+02,-3.369342100365919350e+02,-2.880139084160454104e+02,-1.228390522769106383e+03
-2.928454474781468093e+02,-2.955742539306253320e+02,-2.324077956047265729e+02,-1.235687841495503562e+03
-2.366955400151360323e+02,-3.214348893604253021e+02,-2.670311369501013701e+02,-1.237950930569045568e+03
-3.526208847357592049e+02,-3.232716877137510778e+02,-2.538065070901927527e+02,-1.259937315976792206e+03
-2.484242825177194050e+02,-3.506296400729926290e+02,-1.280330147188733008e+03,-1.281749218572559130e+03
-2.288327391243035152e+02,-1.538700833147706248e+02,-2.199895532075115057e+02,-1.149605103946891177e+03
-2.478625253279515732e+02,-2.275600901349926630e+02,-1.692035473003406594e+02,-1.220030363324489826e+03
-2.542214775539065386e+02,-2.196596369674550715e+02,-1.874678712892979888e+02,-1.218163558754130008e+03
-1.841351434957276751e+02,-2.373752443524181217e+02,-2.348553168860223650e+02,-1.190195952343475938e+03
-2.938797900562103678e+02,-2.304139311398413952e+02,-2.037602366023480158e+02,-1.214766382889738452e+03
-2.001526913253886732e+02,-3.075495333073906181e+02,-2.830104429345201424e+02,-1.227095509262264841e+03
-3.174989736669357399e+02,-2.475968037845334209e+02,-3.290518281194174506e+02,-1.229925005352144808e+03
-2.223252026801980037e+02,-3.539412956787281814e+02,-2.956914227820313386e+02,-1.244814049760607304e+03
-2.490052414905653677e+02,-3.467940381057630361e+02,-3.234753678970267288e+02,-1.253278067705669400e+03
-3.205675812071172572e+02,-4.045399067983040595e+02,-3.833020957495343168e+02,-1.272256442005066901e+03
-2.755271765547353766e+02,-4.125197485968953401e+02,-1.306995627071946956e+03,-1.277567397365134411e+03
-2.324549048603801111e+02,-2.442166389090559733e+02,-1.755598420270401903e+02,-1.156541347772993504e+03
-1.663900856423196046e+02,-2.545049035945083915e+02,-2.356260494601706625e+02,-1.187751590105444393e+03
-2.404159030474409633e+02,-1.919968159931309799e+02,-2.459648841399725256e+02,-1.193874370021601635e+03
-1.856338699111498443e+02,-2.233612188143453068e+02,-2.411260420302689340e+02,-1.214538487051522679e+03
-2.545350017123797386e+02,-2.234551431430343200e+02,-2.398962013725470399e+02,-1.223237688155731576e+03
-3.260590912963573373e+02,-2.436375235838516176e+02,-3.355233455070259652e+02,-1.238553842756822633e+03
-3.095005401400085816e+02,-3.266037731862095939e+02,-2.581261399384838455e+02,-1.256992568382320769e+03
-3.524789801705973105e+02,-3.746620685714425463e+02,-2.616462916977080226e+02,-1.253295206690693703e+03
-2.646100650270482220e+02,-3.568720222331269269e+02,-3.498987376478393116e+02,-1.298290173683319836e+03
-4.210678955086781912e+02,-2.995180961515688978e+02,-4.014331805431996258e+02,-1.289278006104781525e+03
-2.916594614065985525e+02,-4.426469031605646478e+02,-1.332633388881050678e+03,-1.331009757972756233e+03
-1.662709483847879142e+02,-2.872030291721700337e+02,-2.418098235652219614e+02,-1.170784981616789082e+03
-2.655531168888732054e+02,-2.324917317465369138e+02,-1.788817352622683643e+02,-1.187455319353952291e+03
-1.784055765805967440e+02,-2.237029274663169360e+02,-2.306492047085409354e+02,-1.265791305874615546e+03
-1.873781612208260583e+02,-2.362017647613641032e+02,-2.642581450363140334e+02,-1.232715315048000093e+03
-2.943596954822676821e+02,-2.858339006039516903e+02,-2.400561309258625329e+02,-1.216631761995240140e+03
-3.556757362388844399e+02,-2.422707702589288488e+02,-3.642136372528470361e+02,-1.255353855132692843e+03
-3.610004627036572629e+02,-3.383600879420197884e+02,-2.725849541641106839e+02,-1.269479715607655407e+03
-2.652878017352979327e+02,-3.805449854560113749e+02,-3.778238642471973208e+02,-1.293017656446113051e+03
-3.852246845878289037e+02,-3.551537937717685054e+02,-4.456637181102020122e+02,-1.304707951007524116e+03
-3.010715466623697694e+02,-4.433142912645968181e+02,-4.340729785435196391e+02,-1.331020178058773354e+03
-3.016314580168772181e+02,-5.068063808348923658e+02,-1.375950464315820000e+03,-1.363177403255767558e+03
-2.265785659293590015e+02,-2.550926308224742343e+02,-1.831898859533490338e+02,-1.239224271696288042e+03
-2.762281384759101002e+02,-1.892648293556313490e+02,-3.056259015448611081e+02,-1.212075818283110948e+03
-1.800823282302579855e+02,-2.717937879833300485e+02,-2.980277292967388689e+02,-1.233348607759131937e+03
-2.917814771701618497e+02,-3.402301566102017318e+02,-2.281357765248060048e+02,-1.238292107274343380e+03
-2.240439694662927366e+02,-3.492780092370402372e+02,-3.355714878531913996e+02,-1.231744429604122388e+03
-2.365568951885332183e+02,-3.291271483824435791e+02,-3.387697754268263566e+02,-1.273979874523119179e+03
-2.630791514060030636e+02,-3.800422221995405039e+02,-3.815302082807220359e+02,-1.292968230498297089e+03
-4.235467915414524214e+02,-3.105532603061521399e+02,-4.195433179458379414e+02,-1.308863935423828025e+03
-4.312264945308838833e+02,-4.432595015608463882e+02,-3.568626641212962909e+02,-1.325579465529922800e+03
-3.253199433618767102e+02,-4.892946608048259236e+02,-4.869251741304954066e+02,-1.363532855659502047e+03
-3.713307140399793980e+02,-4.994787891589555215e+02,-1.407817101786729381e+03,-1.388541909198784424e+03
-1.882020431652996706e+02,-2.346681477727025822e+02,-2.890871182193895947e+02,-1.195445868665401576e+03
-2.753156993614844055e+02,-1.929182269455909307e+02,-2.282889343616882911e+02,-1.232922656413554250e+03
-2.012990626988622012e+02,-2.753746302920799849e+02,-2.961535709449548222e+02,-1.213806844108966288e+03
-2.154458355328132200e+02,-3.161647201330476946e+02,-2.963958366811783094e+02,-1.231226783551298922e+03
-3.347630848478327152e+02,-2.560582642290486319e+02,-3.376966405288503665e+02,-1.260814577270163454e+03
-2.505203743134999286e+02,-3.955181060895699829e+02,-4.042470460778347388e+02,-1.287678471281637485e+03
-2.944195791839189837e+02,-3.904575303692762418e+02,-4.086243703920403618e+02,-1.303283379044378989e+03
-4.139395693900179367e+02,-4.160871345482315178e+02,-3.374282818480700712e+02,-1.330365207484480152e+03
-3.522554724646304294e+02,-4.683095705573389296e+02,-4.851052958270429372e+02,-1.347113037287776933e+03
-3.573693081938093314e+02,-5.138511906320642311e+02,-4.971606728034317371e+02,-1.412104963928830102e+03
-4.356304706954261974e+02,-5.792059022722856980e+02,-1.443062296537235852e+03,-1.481239770572915404e+03
-1.856443872173727812e+02,-2.276554385905685081e+02,-2.711403932504272234e+02,-1.200504616230425427e+03
-2.788113207216670730e+02,-3.119749128405279635e+02,-3.043370239578682686e+02,-1.225367256336885703e+03
-1.898429609091650434e+02,-3.000333466092370145e+02,-3.239526826235981503e+02,-1.211700222187301506e+03
-2.215075098857415128e+02,-3.181964627278797479e+02,-3.817305494305541060e+02,-1.244751423689654985e+03
-2.506709575444047005e+02,-3.775030394801644889e+02,-3.804053971909339680e+02,-1.278374069525204732e+03
-2.559879698007234481e+02,-3.880933241722747766e+02,-4.290370423036052898e+02,-1.294672729129850723e+03
-2.807258236162289222e+02,-4.415794606009114887e+02,-4.221175543591959922e+02,-1.327959429009374617e+03
-3.050433979381383551e+02,-4.552740354452009797e+02,-4.541963195785510834e+02,-1.339911357161736760e+03
-3.410799267054430857e+02,-5.115718500236278032e+02,-5.049998410944043599e+02,-1.403475427182902877e+03
-4.265497024238139261e+02,-7.013069784713510444e+02,-6.434961981947709546e+02,-1.506380048220081790e+03
-5.393344765347178509e+02,-7.924120253937394409e+02,-1.763473247029997992e+03,-1.669794247770734046e+03
-1.896933158132492281e+02,-1.234799121569267754e+03,-2.399010868169939386e+02,-1.238194777161864295e+03
-1.906723793260343882e+02,-1.238715099207294770e+03,-3.114982225402501399e+02,-1.233573626691995742e+03
-1.930951072546709213e+02,-1.260550723217186714e+03,-3.507061631191471065e+02,-1.250066014088143447e+03
-3.265296263146462934e+02,-1.249580079321484845e+03,-2.614516952130820755e+02,-1.258509428986579451e+03
-3.532143320533108408e+02,-1.316831776669178453e+03,-2.696683550968643317e+02,-1.304678648305710340e+03
-2.688364408050869088e+02,-1.328048341061313067e+03,-3.920144099231740142e+02,-1.320280152710801531e+03
-2.913242397647510415e+02,-1.379186213133419187e+03,-5.004645602057164524e+02,-1.374332387602784593e+03
-3.792098306333567734e+02,-1.417706277983566906e+03,-4.916102778920184164e+02,-1.393795086297365287e+03
-3.985474918174313075e+02,-1.544218065692906066e+03,-5.626456440387131579e+02,-1.462696555148865400e+03
-5.002064168494824798e+02,-1.680905506662470543e+03,-8.739258212908235919e+02,-1.589621296208576268e+03
-8.590354844226189925e+02,-1.794149794867012815e+03,-1.937463058371461329e+03,-2.031347581585329863e+03
-2.923985827156809023e+02,-1.737666469440548553e+02,-1.158538294699021662e+02,-8.607303929086747303e+02
-1.999271201766654258e+02,-1.198676852965543986e+02,-2.149112860583230145e+02,-1.034648216986060106e+03
-2.017381105307165399e+02,-2.077857741790160446e+02,-1.284185421899857715e+02,-1.119056501577741756e+03
-1.317269000018557676e+02,-1.948509386202033227e+02,-1.928238971143803440e+02,-1.123834586764832238e+03
-1.494507699189717300e+02,-2.046756588230250884e+02,-2.069734002164040874e+02,-1.158375893335613000e+03
-2.149844397777868892e+02,-1.616347027126487603e+02,-1.977013096501917744e+02,-1.159101923517602472e+03
-2.206655514622588612e+02,-2.087305380348139749e+02,-1.776124977543346688e+02,-1.166835398073308397e+03
-2.195676319855061536e+02,-1.806155780524015029e+02,-2.132746822980180070e+02,-1.168129567611181528e+03
-2.788191279804194096e+02,-1.864331551614963587e+02,-2.238882519964222126e+02,-1.201201239331236366e+03
-1.929841602015884803e+02,-2.180663888916289750e+02,-2.332562567463400285e+02,-1.202316608127587870e+03
-2.011790124404283802e+02,-3.024975933519965565e+02,-1.212721845030315308e+03,-1.228809630411172520e+03
-1.198534123652599561e+02,-1.811415018815332871e+02,-1.940820785909517383e+02,-1.061562294660686575e+03
-1.907193427210563357e+02,-1.289753715516961563e+02,-1.958508087386112493e+02,-1.129105271811285093e+03
-1.267574978119830575e+02,-2.054314896190252284e+02,-1.951067608932026758e+02,-1.143365635267780590e+03
-1.347180980684941574e+02,-2.067596730284970192e+02,-2.056567578919261621e+02,-1.157865435812388341e+03
-2.090097732822071066e+02,-2.099011555588654403e+02,-1.630900750119462543e+02,-1.164811063187078389e+03
-1.578791569568376190e+02,-2.203499924809176207e+02,-2.154032030725237234e+02,-1.159632421086562772e+03
-2.067403149585041149e+02,-1.947023501577888851e+02,-2.080246472338115495e+02,-1.173624216053111695e+03
-2.821059227015180682e+02,-1.948428594576869273e+02,-2.945037001349655839e+02,-1.206740527296159826e+03
-2.576334843208923076e+02,-2.912641747723022263e+02,-2.043547434235406968e+02,-1.202840495029762451e+03
-3.069343913188083661e+02,-2.132851677569124149e+02,-3.096259306447009294e+02,-1.219864859767687449e+03
-2.011530816498604963e+02,-3.285821280688046500e+02,-1.242125072993140293e+03,-1.239420753752982364e+03
-2.022170598326204072e+02,-1.947448027150053633e+02,-1.294309687510303206e+02,-1.121871848309709321e+03
-2.002273282132355803e+02,-2.125142436811357243e+02,-1.359334486159631865e+02,-1.146690528248796909e+03
-1.994390226182597985e+02,-1.480790648897694268e+02,-2.093399567115878028e+02,-1.162725017892089681e+03
-2.175029423962444071e+02,-1.572362598807723657e+02,-2.176924716444491708e+02,-1.186201475354775084e+03
-2.191546728357955089e+02,-2.150193014303918915e+02,-1.769046916867054904e+02,-1.167542347609489752e+03
-1.691896710797434764e+02,-2.186447988751679077e+02,-2.177233921293138792e+02,-1.183852441080307017e+03
-2.898770533013648674e+02,-2.906597421577761224e+02,-2.058775157582668953e+02,-1.200777841365217910e+03
-2.016947415876865364e+02,-3.161997460891959690e+02,-3.054895402037504368e+02,-1.218277478366564310e+03
-2.946442896548545605e+02,-3.233848224037495243e+02,-2.279165346156402450e+02,-1.215320689733823201e+03
-3.303176045699448196e+02,-3.526894581071661605e+02,-2.251423817896995843e+02,-1.228511000850714254e+03
-2.395564022889343505e+02,-3.495998606210502544e+02,-1.255060709640159530e+03,-1.246263334050945332e+03
-2.071791100206854139e+02,-2.041696783213433832e+02,-1.382332939953756181e+02,-1.126420096951969526e+03
-1.388250066129951108e+02,-2.018409114196059875e+02,-1.896407904761700536e+02,-1.155848322898901870e+03
-1.491602050539054289e+02,-2.015483485573111579e+02,-2.072492305904113152e+02,-1.169803186049795841e+03
-1.557110521500985385e+02,-2.177265561578644508e+02,-2.253597675727666001e+02,-1.173744939862685897e+03
-3.150689559391557282e+02,-2.914478680914567121e+02,-1.843016926388087029e+02,-1.187345563873922174e+03
-1.864205075597733696e+02,-2.926615290147204860e+02,-2.974509204755751739e+02,-1.206619745295520261e+03
-3.090013580980082111e+02,-3.164641331274127651e+02,-2.268475415390193461e+02,-1.214495093383530730e+03
-2.970198233467696696e+02,-3.106480717210652642e+02,-3.315660278115721553e+02,-1.231628491908899377e+03
-3.472974575798857586e+02,-3.564807709957744351e+02,-2.451891272138792601e+02,-1.246967161191698324e+03
-2.368693283152160234e+02,-3.596478696074474897e+02,-3.499426305296349824e+02,-1.247417975426009207e+03
-3.576087723911941794e+02,-2.901794527277718885e+02,-1.269542589440816073e+03,-1.280239433071475787e+03
-1.450248501243549697e+02,-2.006325759411082004e+02,-1.903741448309689588e+02,-1.162926512288215008e+03
-1.999511938337662116e+02,-2.024502272939748195e+02,-1.651403096782935620e+02,-1.156130660346386549e+03
-1.667697520903209920e+02,-2.079579528483234583e+02,-1.912003869766128332e+02,-1.179267321970303556e+03
-2.303631877916779729e+02,-1.810985112688143488e+02,-2.003834847934409993e+02,-1.182628377492994332e+03
-1.865837280506241882e+02,-2.809898997237444860e+02,-2.815237114938307741e+02,-1.206520724280978129e+03
-1.964930387179437616e+02,-2.844850861464146874e+02,-3.058598991412657142e+02,-1.203733948148969148e+03
-3.630198578023695291e+02,-3.400381472113804762e+02,-2.259125260545333731e+02,-1.228025449529557591e+03
-2.238020039725674621e+02,-3.638346437681169618e+02,-3.489689500621106504e+02,-1.255019307399333229e+03
-3.925676952096671926e+02,-2.731813469702795487e+02,-4.369762528539007462e+02,-1.241637013719749348e+03
-3.763659302413174146e+02,-3.802898275327985971e+02,-2.703966384254484296e+02,-1.276859255894255739e+03
-4.722696638595868421e+02,-3.126773677960158011e+02,-1.304490648711328049e+03,-1.288338196838256863e+03
-2.060848178782150342e+02,-2.112378339807279417e+02,-1.595156029768835992e+02,-1.161027492411666799e+03
-2.677800994411061879e+02,-2.574204161536388824e+02,-1.775356237221159006e+02,-1.172155620562298736e+03
-2.602926500250428603e+02,-1.975021535782119599e+02,-1.861071846608735996e+02,-1.184450719888554659e+03
-1.884279132452099077e+02,-2.832915403422669556e+02,-2.971854322862462823e+02,-1.201664652879141840e+03
-3.292427432674497823e+02,-2.196205730777806195e+02,-4.149085822824337129e+02,-1.214056469112311788e+03
-2.178516565075732672e+02,-2.932788891110948839e+02,-3.495334109629342834e+02,-1.249329525050729671e+03
