episode,reward
0,-7209.710496438303
1,-7488.267396043289
2,-4434.9975633244085
3,-6238.835989809205
4,-5121.2087099106975
5,-7400.421767331476
6,-8327.663365629827
7,-6166.218665287962
8,-5773.030429688386
9,-5698.087758440743
10,-7575.34008586377
11,-4830.2069561309745
12,-8197.349510409273
13,-7128.997052663554
14,-5348.778383798683
15,-8993.2416312197
16,-6110.208206050341
17,-5623.736150338584
18,-6149.268752895319
19,-4796.663368321252
20,-8543.610259047095
21,-5719.708216718686
22,-7055.551788263133
23,-7567.797820468944
24,-7074.1065468679735
25,-9789.355997234878
26,-5207.865255745007
27,-5569.625701100061
28,-7548.980656375969
29,-6577.962061291552
30,-7019.355100176657
31,-6013.973848698305
32,-6229.011120219551
33,-8299.363290796693
34,-7119.8529906240865
35,-6752.5554571764515
36,-6868.459559677848
37,-8671.440550995492
38,-8757.42414305593
39,-6801.12328892557
40,-5054.261527325158
41,-3567.509911689403
42,-5080.015586995093
43,-6770.824630516328
44,-5597.1066906465985
45,-5221.889473594804
46,-4100.529856062422
47,-4856.411971031491
48,-8125.961854174143
49,-6286.172139587303
50,-5275.9691768543935
51,-6750.546753125619
52,-5126.19005076352
53,-7578.4546506818515
54,-10528.610012690777
55,-9811.279660912678
56,-5342.386811407717
57,-6334.189943646874
58,-6761.809709634245
59,-6064.879753757397
60,-7240.329752358971
61,-2352.6752322808657
62,-6582.297119104275
63,-6751.9648291674575
64,-7958.647274651154
65,-6475.506451977195
66,-5573.199922384275
67,-10305.668924682619
68,-7145.3226949036325
69,-4919.62385887383
70,-3679.052467571752
71,-13053.884014295874
72,-5216.614246170837
73,-5861.858062672945
74,-7444.178270042318
75,-5171.562507142955
76,-7053.8985654304915
77,-3430.1138941888867
78,-3736.6739891244
79,-4845.999673076489
80,-7021.419988910549
81,-6648.922132420935
82,-8042.537085832001
83,-6599.242006700877
84,-8484.190680347752
85,-6670.4863079302795
86,-5734.715369442134
87,-6856.5585120619535
88,-7352.722591200837
89,-5112.319527071255
90,-7041.526814845156
91,-4409.550075239762
92,-6936.884174679327
93,-7800.404359509304
94,-7530.642055418245
95,-5470.510274006865
96,-7778.879986371403
97,-6112.6322694552655
98,-7016.958270995417
99,-4097.354344276714
100,-10298.716400390977
101,-5317.218519557565
102,-5801.488463756127
103,-5968.8791496941185
104,-5563.141184548822
