episode,reward
127,-137.91559923609168
128,-178.69266028541293
129,-150.0513036320866
130,-150.0657972382313
131,-274.3253325553732
132,-123.50961723160324
133,-110.37437214433581
134,-115.45107151391053
135,-129.01771465969094
136,-207.07777199839518
137,-122.99104671378939
138,-181.5264493455269
139,-130.36294548099985
140,-150.10142093842992
141,-235.03106811646435
142,-131.81016296110886
143,-91.20316771661842
144,-134.94010448954785
145,-114.51734479204752
146,-105.00698290893446
147,-255.4874887553917
148,-214.27269379770175
149,-125.74648967547911
150,-151.4955147370031
151,-132.24932803035966
152,-190.9476083899004
153,-90.43988963522047
154,-103.54022947391287
155,-243.17810038304233
156,-171.09047304665563
157,-141.68825626441077
158,-115.50968690825935
159,-151.45115355126129
160,-128.42097241122923
161,-188.73762029513418
162,-248.24898140553796
163,-115.76641908123216
164,-194.61983661968893
165,-216.06169172312252
166,-137.33191856734905
167,-142.1223917195657
168,-166.1151001067915
169,-124.08454462630469
170,-195.70326983399434
171,-167.4173100461405
172,-172.30500049812088
173,-222.66585988012596
174,-183.52882503923098
175,-148.70958590390947
176,-122.16081988030483
177,-238.74827799920442
178,-127.57237237521095
179,-220.85988741473153
180,-190.2188855617227
181,-114.40495635598701
182,-149.50536168024377
183,-63.526104980183156
184,-118.63806386964649
185,-104.26180641351012
186,-180.9757909742112
187,-178.3312340697376
188,-169.67284502393005
189,-184.79623462449538
190,-155.96943251722863
191,-120.97604713728913
192,-93.34569125492163
193,-232.54965205301832
194,-213.0495358523452
195,-143.64904738622738
196,-171.02964600647053
197,-208.49046911067643
198,-157.53201906051058
199,-142.7325304230788
200,-204.99563444591791
201,-176.49937175027074
202,-113.614297786422
203,-168.59901625685595
204,-126.43610246186628
205,-130.76576878743745
206,-166.48132304660862
207,-111.50481004965978
208,-97.21659861267356
209,-228.8905489584294
210,-174.2827964665514
211,-213.92390983256695
212,-192.03933382974006
213,-189.52829497136625
214,-167.04810328792092
215,-74.95767229828543
216,-203.04822847275827
217,-180.10557707398152
218,-160.74067870610872
219,-120.69905931752555
220,-94.69498762914424
221,-130.9727995150435
222,-170.00175339214633
223,-152.08905064153288
224,-201.04725103891977
225,-153.86290227376486
226,-214.95926978464556
227,-181.9420552131286
228,-159.73618654505685
229,-136.33687171900874
230,-206.74255368388322
231,-129.54239867649795
232,-146.17136616072722
233,-61.44188547941936
234,-146.1575208402133
235,-173.07955555356654
236,-154.65284287458636
237,-258.2710088165025
238,-129.28584324809265
239,-154.1860115431517
240,-125.38061711577143
241,-138.78247165172658
242,-162.20298931225526
243,-153.06949299598028
244,-144.3452352224955
245,-145.96552003986292
246,-112.17098195437632
247,-134.06015486100063
248,-130.0954100400911
249,-167.90749842421653
250,-212.19058352009117
251,-242.0500021078434
252,-125.99746166352458
253,-131.0811474470745
254,-201.08886361689994
255,-165.25678135259398
256,-163.01251905903095
257,-224.90317891608652
258,-138.32365488071093
259,-176.2661032674272
260,-132.41573518541358
261,-214.53737684806347
262,-145.08848609046305
263,-152.52129951682562
264,-121.6374245927441
265,-149.86966140309372
266,-130.61285412971225
267,-159.68938816909565
268,-214.1601284867769
269,-220.93864173090498
270,-96.12386958007447
271,-117.10494935074557
272,-224.6432974393184
273,-119.15816399407421
274,-134.96555624195668
275,-91.47228227232739
276,-165.76388163763372
277,-106.01388618754743
278,-113.79401617294762
279,-222.45057463812506
280,-175.70664491955495
281,-121.09085753289395
282,-197.0338602400147
283,-167.69970801055723
284,-138.95389470236432
285,-210.5553740340248
286,-166.44469820558223
287,-169.7810532892785
288,-184.64428130375447
289,-235.51629655996254
290,-109.04237055681841
291,-222.36240684470684
292,-106.65700555727692
293,-130.26029189134346
294,-205.85677493854817
295,-175.7326219111093
296,-147.40536783493224
297,-267.69570355469136
298,-80.51840184524993
299,-118.69468101282618
300,-199.08850932427126
301,-114.03313951671494
302,-140.46185071722553
303,-113.73704161087561
304,-138.29258781221617
305,-211.21671188743372
306,-101.4051321697579
307,-270.24091367431424
308,-219.91567258948487
309,-210.9196325315482
310,-111.78306399395296
311,-158.2421068912501
312,-102.57796272430087
313,-248.8078744567625
314,-182.97570148294164
315,-187.54064817220777
316,-83.3439984533486
317,-145.8919318695114
318,-159.30657060275863
319,-163.74519079517668
320,-171.9466243973073
321,-171.6590830774451
322,-153.3906427628086
323,-71.17534073968153
324,-196.90421950668298
325,-166.00696341834902
326,-140.94489952972663
327,-197.4225347458374
328,-161.89932233139146
329,-203.12559708652742
330,-159.76854513797483
331,-191.29651309146558
332,-207.76793767379849
333,-113.60380133406274
334,-161.08388287674723
335,-191.6364521167526
336,-118.2894011937474
337,-130.82667870805352
338,-138.73905416711048
339,-167.54017597272272
340,-169.35806752714103
341,-183.495850032235
342,-225.49873575298543
343,-146.23818673498977
344,-149.26004013720768
345,-200.7364993345032
346,-122.82571607491494
347,-233.28922131723226
348,-118.3975525407541
349,-236.89963732393426
350,-183.36126136583093
351,-171.76316057600354
352,-132.39945491228892
353,-173.22087567702633
354,-111.19237608910099
355,-166.85761825969192
356,-223.1278511881257
357,-185.32245416075153
358,-170.49670314710326
359,-169.44712288244853
360,-207.539079784779
361,-189.05395060185654
362,-185.48817591474582
363,-179.74850256420737
364,-157.4837717087026
365,-140.57385623257886
366,-144.7367230327822
367,-167.8534104782937
368,-198.73927775093776
369,-229.34310193968417
370,-125.52168161087081
371,-128.62445180201746
372,-185.03127958938154
373,-223.13110047506115
374,-257.0340666962941
375,-95.65908761256465
376,-262.6813351413901
377,-105.19790436703808
378,-187.3088995764694
379,-121.96091908831617
380,-87.89606661080884
381,-143.801802868704
382,-121.51420781877987
383,-134.11136854545492
384,-143.11921146274696
385,-166.5529189706749
386,-151.1207534671722
387,-149.298118611595
388,-185.98697729266678
389,-146.01119916214182
390,-82.17748905976144
391,-143.38067615704117
392,-142.8084344582462
393,-106.22225317578214
394,-80.32639266069201
395,-144.66011172283527
396,-186.61490460363854
397,-203.57584752438243
398,-125.89323600690082
399,-141.08153376201668
400,-144.59770681297164
401,-143.89644381827785
402,-149.04050062300362
403,-145.71887783942523
404,-212.96256352532518
405,-182.73647199171253
406,-96.33492946872505
407,-226.75314566120815
408,-226.52014177995977
409,-230.2865093871755
410,-195.51139103519836
411,-112.7945319362385
412,-236.36147247339326
413,-176.83337622642918
414,-149.25622877338287
415,-98.02984995213536
416,-141.21476553396892
417,-136.3162034754527
418,-120.5870939409777
419,-245.44795298869263
420,-107.61490457727754
421,-257.0639361946665
422,-179.29122074388803
423,-171.53695032276693
424,-149.41678382404103
425,-285.231504948773
426,-207.8823445078459
427,-116.65037099049287
428,-120.3388171908578
429,-142.67654116022607
430,-64.72199282817411
431,-104.39704096980456
432,-118.04261889348616
433,-199.26297691767402
434,-86.00627180397001
435,-213.78730147552233
436,-102.38068558742704
437,-126.65148034684691
438,-146.16625411552394
439,-171.94679020440987
440,-106.21277157667582
441,-174.21055223163887
442,-143.5270727663866
443,-102.4096314270573
444,-187.9635064439975
445,-206.20989761257673
446,-205.38487654866074
447,-240.7567289530188
448,-165.39139529922767
449,-169.3243211644632
450,-152.4356796798312
451,-150.70388210155363
452,-176.91314047907798
453,-135.84796840810782
454,-150.86263668425585
455,-130.65579921320165
456,-126.83738394459684
457,-138.36799860063044
458,-178.34405977496024
459,-110.36253046728578
460,-100.32571235310162
461,-90.32398174289133
462,-163.49741709315626
463,-266.4305399294383
464,-242.0090070891868
465,-157.36520617964695
466,-157.571025039855
467,-205.0112071346496
468,-105.5169050143252
469,-319.75099108815664
470,-117.30850403406218
471,-298.10731943861146
472,-247.05480285595615
473,-138.7002202135918
474,-130.70580802059757
475,-190.90685095203443
476,-166.4396346442114
477,-247.16630447393692
478,-135.99727578303296
479,-88.94260182374599
480,-107.0934519092894
481,-145.18741286743972
482,-168.91929120393016
483,-198.29673139296517
484,-177.32657052808935
485,-147.27432062253175
486,-127.46703812947044
487,-219.20880015489183
488,-179.85587561609609
489,-189.42256471816992
490,-159.2894263839325
491,-192.5648119974873
492,-94.45123338962163
493,-132.3932080948639
494,-111.74610460245118
495,-219.61803628007277
496,-155.45765224799652
497,-139.4149453427646
498,-216.30965726683314
499,-189.9940214044147
500,-175.97410374115373
501,-123.2047820690899
502,-140.0996027262167
503,-174.64533488366757
504,-143.37648435141185
505,-207.93375310359903
506,-128.27201016772753
507,-141.42753174192038
508,-128.9188564443196
509,-299.73254064052185
510,-184.50944902271317
511,-250.59819462336142
512,-145.1168694225777
513,-148.13037224311753
514,-107.87329581409165
515,-223.4417954301724
516,-134.33561768392045
517,-116.59574829917851
518,-115.89256677423495
519,-210.27374434975778
520,-197.27774116165645
521,-162.0982325152781
522,-180.3098742215033
523,-123.43473192336789
524,-154.74520563994642
525,-256.03800429405896
526,-111.98603376642119
527,-191.75295034182602
528,-179.82308613032615
529,-164.80742110557944
530,-158.83780239114316
531,-181.8724643928664
532,-153.64384513607777
533,-181.25430639325634
534,-250.1230327920644
535,-180.23123272071527
536,-134.84850876935968
537,-121.24579795505
538,-177.88027103362322
539,-157.49781531277495
540,-104.12607409587974
541,-115.59317945562579
542,-159.4611798173528
543,-181.99459470479883
544,-168.70647224862265
545,-217.72766376341085
546,-168.87237605547188
547,-111.0966314931472
548,-160.63637336918427
549,-179.50773915248334
550,-109.92813830735967
551,-290.2490775451987
552,-139.19527124494914
553,-177.1897963057563
554,-138.8022996844911
555,-109.5482791657511
556,-203.15457608938527
557,-138.01165380994462
558,-222.28342454666722
559,-169.19771476197175
560,-190.03462629517531
561,-192.48520024019192
562,-140.16907508255255
563,-185.7707714846995
564,-154.4429721977744
565,-104.77189833196981
566,-135.02517296616205
567,-242.2646102930034
568,-112.79863498230876
569,-172.55237425146487
570,-184.83797052148984
571,-114.74306898723216
572,-232.4681361646087
573,-182.45958799767257
574,-155.57608133541544
575,-114.56318295416156
576,-169.82367221904798
577,-124.77596645001518
578,-142.67610413668964
579,-199.09962321253136
580,-194.65648749478507
581,-130.36814633024795
582,-99.4526536769694
583,-129.7937119949344
584,-262.4001371448643
585,-131.76664840473921
586,-84.99135357926473
587,-126.76141802238739
588,-226.79497494229477
589,-171.4938264126702
590,-81.5478621785812
591,-146.78730227586223
592,-195.82336463682077
593,-224.579383726265
594,-159.3859060189049
595,-53.6677367170453
596,-219.39281535688335
597,-153.17932292765
598,-115.90986419105427
599,-179.86766306459833
600,-186.13736530401857
601,-127.17623663997429
602,-116.87301040795388
603,-125.32948277460835
604,-191.3481647760233
605,-236.0435197029316
606,-139.29938281285104
607,-143.68246602040392
608,-105.69759797667597
609,-88.24731596275433
610,-175.71427926363128
611,-152.99184550771244
612,-164.7028004954178
613,-141.90001834443623
614,-139.7017411968895
615,-120.14244624603126
616,-246.12501269614933
617,-142.736477803689
618,-177.31591026527707
619,-137.4263377990322
620,-114.6390590344514
621,-205.42954801881064
622,-137.3859863480303
623,-108.71937069122814
624,-134.628878410816
625,-141.0494206961449
626,-166.97998768848618
627,-137.7626644402133
628,-191.73133758773355
629,-96.17569203815515
630,-110.14562738444639
631,-150.9582251112621
632,-116.97440611218714
633,-149.18622374159833
634,-166.42895761678793
635,-136.49368679205628
636,-195.51364517160178
637,-113.96622872440956
638,-208.49587414609292
639,-157.53625269019665
640,-153.67626134953122
641,-123.74510069320979
642,-91.21806399020603
643,-249.22966396158697
644,-165.0887472562844
645,-175.17035151098892
646,-126.07891210457565
647,-187.92637431999205
648,-181.00180235236635
649,-233.04654079097335
650,-147.88911530450343
651,-106.02760894773306
652,-108.42700759058478
653,-170.33549858247545
654,-116.27995035106952
655,-142.12520933171956
656,-143.85281775978356
657,-136.25514327781946
658,-230.78656980573723
659,-180.07365841814348
660,-119.39318472512464
661,-199.14830590366986
662,-151.2034409209496
663,-105.00490713649522
664,-126.96636927470018
665,-114.35511494028965
666,-146.93096002372943
667,-204.71317761530307
668,-173.0797243610108
669,-158.4387713632192
670,-161.93699278158093
671,-250.83311944691854
672,-140.55336877226208
673,-205.0678431647483
674,-107.61739898511739
675,-180.6585906427127
676,-122.22141473811779
677,-114.82770778356051
678,-145.5322661138644
679,-223.7584577170308
680,-180.18629175394005
681,-113.55158805812923
682,-147.85210818003597
683,-229.35744707375915
684,-90.47206169927796
685,-138.24481570567323
686,-197.86475315551257
687,-142.53402058329533
688,-166.32872197455103
689,-140.59393172416023
690,-217.7919762438438
691,-108.3979323693802
692,-150.02069588828653
693,-199.98134512528512
694,-179.49540792966255
695,-107.2268044284514
696,-136.01346218589703
697,-87.87721516611573
698,-136.35253912375035
699,-160.38204811400675
700,-135.62899622460043
701,-122.40480640288702
702,-203.4781554575478
703,-151.22970271469148
704,-195.3604845782161
705,-107.9159567647064
706,-134.29460251282003
707,-183.15535959047784
708,-179.0603567038492
709,-197.4737774222619
710,-172.03951505224728
711,-151.51224054043695
712,-209.86389935430896
713,-192.382805531475
714,-227.9527757903621
715,-125.95142330662985
716,-169.32776891606323
717,-175.63102592115396
718,-146.0162100126022
719,-116.07486134551058
720,-197.894452414281
721,-161.54773732287742
722,-208.04536988377885
723,-181.0094453937057
724,-204.59124251504417
725,-142.41725063184134
726,-187.30595673925941
727,-165.25152584344423
728,-183.60946112299328
729,-223.10549978200925
730,-78.9903247239777
731,-142.51524742167712
732,-163.55862603644226
733,-193.5862154143488
734,-134.84598034852945
735,-109.30066820891443
736,-156.27079335439097
737,-73.46616580047049
738,-203.9948007489551
739,-118.12444350065974
740,-185.43505795659985
741,-170.9712318316431
742,-138.398331667305
743,-120.50860967681162
744,-97.76656874673957
745,-190.871966938381
746,-133.85873491277394
747,-105.90717380537107
748,-185.76047121787713
749,-174.96618964852902
750,-117.45663909915781
751,-152.38122668428645
752,-113.90420731491902
753,-141.68307856273722
754,-218.04121445685385
755,-240.14589106693933
756,-156.31144585514676
757,-134.72073055733887
758,-151.03793533100895
759,-235.02376185777115
760,-152.85469523847044
761,-139.03738704402326
762,-180.99118691178103
763,-182.88299622505158
764,-135.3985195513839
765,-215.40832690870502
766,-158.34540961788173
767,-189.40419060408598
768,-135.21591040695708
769,-158.07436826419533
770,-221.17680280253956
771,-126.64562630496255
772,-132.42808502919235
773,-206.55468029699307
774,-191.3287376030254
775,-281.0575300906735
776,-141.66053803756395
777,-134.58535098675557
778,-121.51885283034272
779,-136.38314014453772
780,-116.21100898468644
781,-101.2909078259444
782,-189.8692090414167
783,-173.5644593414992
784,-114.05263991151007
785,-170.47642842048725
786,-201.5313379349392
787,-84.21048441238747
788,-214.1820359415749
789,-188.73597391272554
790,-172.1412881208861
791,-117.86444343230782
792,-148.6663994283021
793,-148.2087189786926
794,-109.48178153300869
795,-178.1020778587848
796,-172.16339227995002
797,-236.2310229823883
798,-224.6865164729456
799,-136.27296955830826
800,-141.52861874259332
801,-174.65241208552564
802,-108.24334896365258
803,-169.92139105785105
804,-187.45458611636317
805,-146.9324010441185
806,-101.79099564449983
807,-135.45201240136186
808,-151.58056599049934
809,-118.7381277361224
810,-247.8995375938594
811,-204.11028309670456
812,-214.8549231196548
813,-192.30884533538207
814,-155.44913593588032
815,-167.59511412326273
816,-132.763816331567
817,-171.86611558739395
818,-124.89008726209178
819,-122.49870668918989
820,-153.3353872209232
821,-149.39083663897796
822,-194.57861734894897
823,-164.08179656111759
824,-211.33070037630836
825,-154.50385081305902
826,-123.61578550107673
827,-161.16140044177882
828,-158.14047715028178
829,-132.96333897329254
830,-121.40684674961334
831,-204.35034803703925
832,-152.94546792570821
833,-167.47695158856067
834,-161.91867289761245
835,-182.42499020225898
836,-216.7821378897423
837,-194.84853641956954
838,-230.49588799636592
839,-111.03245727796457
840,-153.0054088619599
841,-159.556204254215
842,-139.7653638846783
843,-198.85061228635587
844,-104.54715232229609
845,-144.87435244218847
846,-171.05146065373603
847,-137.9472486851326
848,-116.20794179772554
849,-161.3566862109948
850,-71.47492254317164
851,-129.3462976603006
852,-113.95004521438338
853,-148.8517730877187
854,-170.7748086494767
855,-270.3499487964988
856,-203.8823850269553
857,-105.62082366412918
858,-120.33290958032443
859,-138.286151111317
860,-132.6160421256938
861,-171.16001513939185
862,-266.511333316336
863,-160.59468175493268
864,-264.78446949819886
865,-142.96927761196346
866,-157.44787285756559
867,-204.5440544104372
868,-125.4888221033135
869,-202.93263136509972
870,-213.3934120615809
871,-219.5623256653083
872,-123.94472504626242
873,-70.97044924955706
874,-95.21529132811568
875,-213.53375616926078
876,-139.4450761106497
877,-157.31682989218316
878,-121.0717912674014
879,-140.60882518646113
880,-145.06191737667402
881,-199.5066598937027
882,-102.47151309569318
883,-211.62561465201532
884,-194.92187429130325
885,-106.94886363243117
886,-228.0221115175114
887,-97.43441476078968
888,-110.29165349054117
889,-231.3305505186133
890,-219.6893355311424
891,-138.19435187862854
892,-92.99315902128365
893,-79.5072913363184
894,-175.00683314397327
895,-271.9880236314726
896,-148.8661991441006
897,-114.90055963209981
898,-87.85931005372142
899,-127.95048456201282
900,-113.94200235524016
901,-200.65782023740041
902,-125.42161296244211
903,-129.7991273815499
904,-200.5142321584669
905,-161.29174159722402
906,-186.34893209995897
907,-134.8396411511938
908,-220.25998054552468
909,-200.21860627276692
910,-134.499288401655
911,-182.39836498893334
912,-105.43666486628364
913,-147.964608237178
914,-145.36430833163507
915,-164.627040216173
916,-123.60817679565778
917,-153.19626481888332
918,-101.1898412214007
919,-101.22626453383839
920,-134.83091130196152
921,-150.73861966551937
922,-113.99120876000636
923,-178.4851815628363
924,-140.42510523282422
925,-221.58724535773692
926,-180.68214429996968
927,-135.69228942233673
928,-159.82527713865053
929,-207.16232582908555
930,-121.48182495367429
931,-76.0511375661614
932,-102.81126340775958
933,-167.2343869731184
934,-201.22178638457171
935,-234.25716060641042
936,-118.57481693600721
937,-196.32879794196538
938,-156.6450490283396
939,-137.01881626414826
940,-225.6003226152249
941,-248.42369275842478
942,-235.75956845150915
943,-120.88948239294436
944,-147.06767147151933
945,-138.67963662631692
946,-143.56020401050023
947,-160.46127775387657
948,-205.56202150459558
949,-159.2482789341106
950,-122.93574935497394
951,-99.40588036105784
952,-225.1803525916252
953,-179.233834914647
954,-151.77732976825476
955,-146.00688382892977
956,-154.61990129712595
957,-103.5651345113998
958,-102.43642506588098
959,-168.2417118843912
960,-142.19772369989812
961,-156.32832409278691
962,-79.51381802369153
963,-140.02175708347283
964,-198.03231822299432
965,-116.1959929250755
966,-141.66205360388844
967,-159.7403750889106
968,-145.6948567068635
969,-130.64113112061568
970,-254.08606870543971
971,-124.91253593715614
972,-185.234354766908
973,-154.80443476709667
974,-276.6052596761842
975,-300.3664849207091
976,-232.87647726713183
977,-112.78902245444453
978,-204.31490565948351
979,-150.37121921087
980,-170.0484724074066
981,-191.39372494156981
982,-118.08151803560258
983,-200.0506115100232
984,-145.44847788779114
985,-158.15583775288306
986,-138.10105864561896
987,-217.34736079690478
988,-122.47216075336277
989,-155.53327591254327
990,-98.54901949076144
991,-67.49162214330478
992,-161.1715988597288
993,-247.27411939113117
994,-105.1369294184539
995,-179.4462604827752
996,-167.0552664361527
997,-131.55607994004401
998,-181.0583618819884
999,-237.47753179349922
1000,-209.72667160439073
1001,-209.62575120251438
1002,-154.25310153150787
1003,-116.61801355241204
1004,-121.0915244826272
1005,-201.85076896616178
1006,-99.29282942154092
1007,-107.06535420996094
1008,-94.84605444506045
1009,-158.95375804288798
1010,-114.30670998420912
1011,-148.975279085166
1012,-128.50390261483926
1013,-143.80466289060237
1014,-74.70093013418558
1015,-200.64378450059718
1016,-153.74940989150102
1017,-165.93372662686005
1018,-196.96559213925127
1019,-102.84428597910282
1020,-141.50634139169844
1021,-140.85566170489707
1022,-143.7213373528626
1023,-123.35507399576234
1024,-186.62691842145327
1025,-133.54013235674958
1026,-145.14768734245138
1027,-176.62023963537675
1028,-105.03824260776163
1029,-219.70697221079163
1030,-200.17936711846022
1031,-249.15259968741927
1032,-145.25971172797932
1033,-104.33563348327183
1034,-166.0446124541224
1035,-129.54090542476604
1036,-92.10401153075365
1037,-106.61198309315675
1038,-88.20048492060265
1039,-103.03057504073784
1040,-147.2715098465716
1041,-119.45875452867453
1042,-200.53024312641574
1043,-87.32979496824376
1044,-109.9201336270218
1045,-172.15272440969431
1046,-145.11743733315933
1047,-191.35633513847057
1048,-149.05117492445692
1049,-119.846623543238
1050,-164.51544302255425
1051,-110.85052198088978
1052,-130.24890991305134
1053,-151.52170377848037
1054,-105.91436286288771
1055,-114.61912655960559
1056,-254.11224679156666
1057,-120.42526150771342
1058,-166.4759522651435
1059,-159.63823159349462
1060,-126.99159087887638
1061,-217.81088702125723
1062,-124.76548093429659
1063,-167.35582896428483
1064,-181.47057325334927
1065,-183.12240053244827
1066,-124.82998617882396
1067,-94.68163322076644
1068,-194.6149551468512
1069,-95.11184721557147
1070,-158.63422563798878
1071,-109.31478164856219
1072,-94.05810053630194
1073,-177.78947422808292
1074,-217.45291031083843
1075,-139.71464666788376
1076,-175.44740878459945
1077,-167.32326975970835
1078,-101.33705454814202
1079,-184.11944081826124
1080,-116.86420801403834
1081,-53.57736886634074
1082,-179.42367900148292
1083,-190.34238800714516
1084,-131.74665262736414
1085,-257.2567177088825
1086,-187.72024796641563
1087,-209.61804084067782
1088,-202.5206637358119
1089,-155.71966110058258
1090,-177.07994469520995
1091,-170.7230462947981
1092,-159.3988650737557
1093,-230.87327562316943
1094,-135.59308887661956
1095,-126.73521833483618
1096,-204.8785851773334
1097,-147.2918342397367
1098,-203.29885974495616
1099,-131.86205748103743
1100,-96.39173847177003
1101,-109.33117198159384
1102,-128.03959417320357
1103,-196.61025043752358
1104,-168.58232319707645
1105,-109.1318034092979
1106,-140.8274185914093
1107,-106.30663170304975
1108,-240.49685414119372
1109,-149.3906967090313
1110,-236.80605948136434
1111,-83.11254878467275
1112,-124.36329496226705
1113,-85.90934124078107
1114,-148.08595377704796
1115,-174.0641451888386
1116,-184.74704317800217
1117,-192.1693036694544
1118,-101.1630126492976
1119,-206.6197544539953
1120,-232.0932839919466
1121,-68.39225604739775
1122,-115.47237340349207
1123,-235.25017758000683
1124,-113.81455430623942
1125,-76.42164189123535
1126,-173.50221011011593
1127,-137.40848483519642
1128,-168.4262897984784
1129,-174.2638109021255
1130,-102.25488053739427
1131,-119.05889863638262
1132,-177.24273163996577
1133,-117.84618665595622
1134,-165.47682591694112
1135,-298.12137371560715
1136,-143.30896018032564
1137,-89.7604750357731
1138,-251.39623996659546
1139,-256.28857452431737
1140,-102.8408614050045
1141,-144.33480154425447
1142,-128.83868722835012
1143,-138.5614986507692
1144,-85.20669224867994
1145,-143.24778448368372
1146,-147.8008582530133
1147,-175.4272506421046
1148,-63.04418450091703
1149,-137.63837957381614
1150,-147.4956763115779
1151,-85.87538366502802
1152,-99.87400434948994
1153,-123.33728745618045
1154,-143.77337804375853
1155,-143.67417990094538
1156,-167.28082396013554
1157,-136.81887235055376
1158,-128.35928077794682
1159,-138.75805166476331
1160,-176.35562747354112
1161,-217.0223657485618
1162,-95.70375013710361
1163,-178.66086742232613
1164,-155.40266025660438
1165,-136.58161843792158
1166,-71.35274807563093
1167,-139.83486821095113
1168,-95.27163692086826
1169,-157.54032862998355
1170,-189.20273994349927
1171,-152.0316258723466
1172,-82.34303312067951
1173,-197.01565849921238
1174,-188.35289722359659
1175,-203.54312454794552
1176,-288.71956362752894
1177,-106.58557245185861
1178,-147.82206610874846
1179,-124.59879676758857
1180,-120.26265663953026
1181,-221.62558278703244
1182,-131.40795027362654
1183,-152.6252780016705
1184,-153.67359486100554
1185,-225.80283341616962
1186,-130.72568377815972
1187,-137.23270648953593
1188,-158.68513978948494
1189,-246.61605948195884
1190,-164.44618087387775
1191,-164.9446547387573
1192,-221.99950129118756
1193,-164.9119200418172
1194,-166.8333098099936
1195,-217.75096878282739
1196,-192.12504963516915
1197,-241.85572044182442
1198,-133.18092467327477
1199,-181.4119448655876
1200,-210.9266302042177
1201,-119.0963632954186
1202,-125.84129115681938
1203,-157.02515507317852
1204,-38.94576948240103
1205,-159.0521570490688
1206,-152.8913417120639
1207,-140.09054711082476
1208,-174.1497152147334
1209,-203.03894607629405
1210,-129.9225682148477
1211,-290.1829570293239
1212,-188.2357288381921
1213,-119.5074216276427
1214,-226.50558311357446
1215,-128.77267731733
1216,-119.01463113078864
1217,-99.64215677078309
1218,-159.4828025395194
1219,-173.31275604828977
1220,-164.6989544401401
1221,-96.38184523499612
1222,-218.00455785565003
1223,-94.14742148560717
1224,-209.00908828328338
1225,-158.71882461137142
1226,-138.67089960678837
1227,-159.86738804851785
1228,-159.87006605985218
1229,-115.77138184284064
1230,-172.31329606223304
1231,-99.02573336739118
1232,-180.48490556531158
1233,-79.59449903909714
1234,-187.56564839248577
1235,-195.21991648362732
1236,-102.63822661972158
1237,-133.9331031070941
1238,-168.77526622353838
1239,-144.6874962842663
1240,-132.1375030192855
1241,-165.68251875369808
1242,-102.88103641653043
1243,-117.50317919522529
1244,-211.51798614422452
1245,-178.4488606278698
1246,-179.55373097816712
1247,-117.57727366479908
1248,-202.64340140836336
1249,-137.3502279351209
1250,-168.68581562861718
